序号,出发地,抵达地,航班号,航空公司,飞机号,起步价,载客量,头等舱,商务舱,经济舱,起飞机场,降落机场,月,日,星期,时,分,抵达时,抵达分
237,北京,杭州,MU5458,东方航空,A320,1560,158,0,8,99,首都机场,萧山机场,10,4,6,18,10,20,20
238,北京,杭州,CA1706,中国国航,A321,1200,177,0,1,134,首都机场,萧山机场,4,26,4,18,50,21,10
239,北京,杭州,ZH1706,深圳航空,A321,1680,177,0,5,8,首都机场,萧山机场,7,4,2,18,50,21,10
240,北京,杭州,CZ6163,南方航空,A321,1080,177,0,9,161,首都机场,萧山机场,7,23,4,19,5,21,15
241,北京,杭州,MU711,东方航空,A330,1680,311,15,9,168,首都机场,萧山机场,11,25,5,20,0,22,15
242,北京,杭州,CA1714,中国国航,JET,1320,20,0,0,10,首都机场,萧山机场,11,16,0,21,10,23,20
243,北京,杭州,CA1714,中国国航,JET,1680,20,0,0,0,首都机场,萧山机场,6,3,4,21,10,23,20
244,北京,杭州,ZH1714,深圳航空,JET,1680,20,0,0,9,首都机场,萧山机场,11,1,1,21,10,23,20
245,北京,杭州,JD5351,首都航空,A320,1200,158,0,6,17,首都机场,萧山机场,3,21,3,22,40,0,50
246,北京,杭州,JD5351,首都航空,A320,960,158,0,0,92,首都机场,萧山机场,10,5,5,22,40,0,50
247,北京,杭州,CA1708,中国国航,A319,1440,124,0,7,62,首都机场,萧山机场,6,24,4,22,45,0,55
248,北京,杭州,ZH1708,深圳航空,A319,960,124,0,7,42,首都机场,萧山机场,8,28,5,22,45,0,55
249,北京,济南,3U1074,四川航空,B737,288,159,0,10,42,首都机场,遥墙机场,6,24,4,20,35,21,45
250,北京,济南,CA1152,中国国航,B737,453,159,0,5,145,首都机场,遥墙机场,8,17,2,20,35,21,45
251,北京,济南,SC1152,山东航空,B737,577,159,0,5,63,首都机场,遥墙机场,2,20,5,20,35,21,45
252,北京,昆明,MU9742,东方航空,B737,3172,159,0,9,137,首都机场,长水机场,3,11,6,6,20,12,5
253,北京,昆明,3U5164,四川航空,B737,2946,159,0,7,119,首都机场,长水机场,5,7,1,6,40,10,30
254,北京,昆明,CZ9534,南方航空,B737,3399,159,0,3,9,首都机场,长水机场,5,26,3,6,40,10,30
255,北京,昆明,MU5716,东方航空,B737,2493,159,0,3,53,首都机场,长水机场,12,17,5,6,40,10,30
256,北京,昆明,MU9742,东方航空,B737,3399,159,0,12,21,首都机场,长水机场,8,26,0,7,25,13,0
257,北京,昆明,MU9742,东方航空,B737,1586,159,0,7,21,首都机场,长水机场,12,6,2,7,30,12,55
258,北京,昆明,MU9744,东方航空,B737,2266,159,0,8,0,首都机场,长水机场,6,24,4,7,30,13,5
259,北京,昆明,MU2035,东方航空,B737,2266,159,0,3,128,首都机场,T2长水机场,9,15,3,7,55,11,50
260,北京,昆明,MU2035,东方航空,B737,2266,159,0,5,52,首都机场,T2长水机场,11,2,0,8,5,11,50
261,北京,昆明,MU2035,东方航空,B737,1813,159,0,0,128,首都机场,T2长水机场,9,3,1,8,5,12,0
262,北京,昆明,MU5717,东方航空,B737,2266,159,0,2,136,首都机场,长水机场,3,14,3,8,35,12,20
263,北京,昆明,MU5935,东方航空,JET,2719,20,0,0,7,首都机场,长水机场,5,18,4,8,35,12,20
264,北京,昆明,CZ3901,南方航空,B777,1813,311,2,17,131,首都机场,长水机场,10,27,4,9,0,12,45
265,北京,昆明,MU2573,东方航空,B737,2719,159,0,0,35,首都机场,T2长水机场,5,13,2,9,10,12,55
266,北京,昆明,CA1487,中国国航,B737,3399,159,0,8,10,首都机场,长水机场,10,21,3,9,10,13,50
267,北京,昆明,KY1487,昆明航空,B737,1586,159,0,11,124,首都机场,长水机场,5,27,2,9,10,13,50
268,北京,昆明,ZH1487,深圳航空,B737,2266,159,0,2,21,首都机场,长水机场,10,25,6,9,10,13,50
269,北京,昆明,MU2573,东方航空,B737,2266,159,0,8,27,首都机场,T2长水机场,3,29,2,9,15,13,0
270,北京,昆明,MU2587,东方航空,B737,1586,159,0,9,18,首都机场,T2长水机场,7,22,5,9,15,13,0
271,北京,昆明,MF3029,厦门航空,JET,2493,20,0,0,3,首都机场,长水机场,6,21,0,9,55,15,5
272,北京,昆明,MU5292,东方航空,JET,3399,20,0,0,5,首都机场,长水机场,3,1,2,9,55,15,5
273,北京,昆明,MF3029,厦门航空,B737,1586,159,0,1,57,首都机场,长水机场,5,9,6,10,0,15,5
274,北京,昆明,MU5292,东方航空,B737,3399,159,0,3,17,首都机场,长水机场,5,13,2,10,0,15,5
275,北京,昆明,CA4172,中国国航,A320,2719,158,0,6,113,首都机场,长水机场,12,23,6,11,55,15,45
276,北京,昆明,3U5144,四川航空,JET,3172,20,0,0,20,首都机场,长水机场,1,27,6,12,55,16,45
277,北京,昆明,CZ9532,南方航空,JET,2719,20,0,0,0,首都机场,长水机场,4,15,1,12,55,16,45
278,北京,昆明,MU5714,东方航空,JET,2039,20,0,0,9,首都机场,长水机场,3,7,3,12,55,16,45
279,北京,昆明,MU5710,东方航空,B737,3399,159,0,5,147,首都机场,长水机场,9,5,6,13,55,19,15
280,北京,昆明,MU5710,东方航空,B737,3172,159,0,11,95,首都机场,长水机场,7,13,0,14,15,19,15
281,北京,昆明,MU5712,东方航空,A320,2266,158,0,8,18,首都机场,长水机场,12,28,1,16,20,20,5
282,北京,昆明,MU5712,东方航空,A320,2946,158,0,7,27,首都机场,长水机场,2,9,2,16,20,20,10
283,北京,昆明,3U5150,四川航空,JET,1586,20,0,0,13,首都机场,长水机场,11,30,0,18,30,22,15
284,北京,昆明,CZ9524,南方航空,JET,1813,20,0,0,16,首都机场,长水机场,9,23,2,18,30,22,15
285,北京,昆明,MU5706,东方航空,JET,2719,20,0,0,8,首都机场,长水机场,4,11,5,18,30,22,15
286,北京,昆明,CZ3997,南方航空,A330,2719,311,31,11,111,首都机场,长水机场,1,20,6,19,50,23,35
287,北京,昆明,MU5708,东方航空,B737,1586,159,0,7,3,首都机场,长水机场,3,22,2,20,40,0,30
288,北京,昆明,HU7311,海南航空,B737,3172,159,0,12,34,首都机场,长水机场,8,5,0,21,5,0,55
289,北京,昆明,CA4174,中国国航,A320,2039,158,0,5,131,首都机场,长水机场,2,24,1,21,10,0,55
290,北京,昆明,HU7311,海南航空,B737,1813,159,0,7,32,首都机场,长水机场,6,23,5,21,10,0,55
291,北京,兰州,CA8705,中国国航,B737,1356,159,0,1,32,首都机场,中川机场,2,4,0,6,15,8,50
292,北京,兰州,SC8705,山东航空,B737,949,159,0,5,106,首都机场,中川机场,10,12,5,6,15,8,50
293,北京,兰州,DZ6205,东海航空,B737,1898,159,0,3,10,首都机场,中川机场,3,30,1,6,25,9,0
294,北京,兰州,CZ9029,南方航空,A320,1356,158,0,7,4,首都机场,中川机场,2,14,4,6,35,9,20
295,北京,兰州,MU2129,东方航空,A320,1492,158,0,1,9,首都机场,中川机场,3,25,6,6,35,9,20
296,北京,兰州,MU2129,东方航空,A320,1356,158,0,4,27,首都机场,中川机场,8,10,2,6,55,9,35
297,北京,兰州,CZ9029,南方航空,A320,2034,158,0,3,10,首都机场,中川机场,4,6,3,7,0,9,35
298,北京,兰州,MU2129,东方航空,A320,1085,158,0,5,124,首都机场,中川机场,9,18,0,7,0,9,35
299,北京,兰州,CA1277,中国国航,JET,1492,20,0,0,17,首都机场,中川机场,1,22,4,7,10,9,45
300,北京,兰州,ZH1277,深圳航空,JET,1627,20,0,0,11,首都机场,中川机场,5,28,1,7,10,9,45
301,北京,兰州,CA1273,中国国航,B737,1492,159,0,7,66,首都机场,中川机场,12,20,2,7,50,10,30
302,北京,兰州,ZH1273,深圳航空,B737,1492,159,0,2,88,首都机场,中川机场,10,29,2,7,50,10,30
303,北京,兰州,CA872,中国国航,B737,1220,159,0,8,107,首都机场,中川机场,5,16,6,7,55,10,25
304,北京,兰州,CA872,中国国航,B737,949,159,0,2,0,首都机场,中川机场,8,17,2,7,55,10,25
305,北京,兰州,HU7231,海南航空,B737,1627,159,0,12,84,首都机场,中川机场,3,24,0,8,10,10,45
306,北京,兰州,HU7623,海南航空,B737,2034,159,0,8,19,首都机场,中川机场,2,9,2,8,50,11,25
307,北京,兰州,CA1239,中国国航,A319,1085,124,0,5,111,首都机场,中川机场,1,3,2,9,25,12,0
308,北京,兰州,ZH1239,深圳航空,A319,2034,124,0,6,100,首都机场,中川机场,9,19,6,9,25,12,0
309,北京,兰州,CZ9138,南方航空,A320,949,158,0,5,107,首都机场,中川机场,8,9,3,11,20,13,55
310,北京,兰州,MU2412,东方航空,A320,1356,158,0,8,23,首都机场,中川机场,11,19,4,11,20,13,55
311,北京,兰州,CA1271,中国国航,B737,1220,159,0,3,119,首都机场,中川机场,3,26,5,11,55,14,30
312,北京,兰州,CA1271,中国国航,B737,1898,159,0,5,61,首都机场,中川机场,8,7,5,12,10,14,45
313,北京,兰州,HU7231,海南航空,B737,1898,159,0,12,44,首都机场,中川机场,7,4,2,12,20,14,55
314,北京,兰州,CA1221,中国国航,B737,1627,159,0,5,9,首都机场,中川机场,3,30,1,16,5,18,40
315,北京,兰州,ZH1221,深圳航空,B737,1220,159,0,3,85,首都机场,中川机场,6,22,6,16,5,18,40
316,北京,兰州,HU7231,海南航空,B737,1898,159,0,3,19,首都机场,中川机场,10,22,2,17,5,19,40
317,北京,兰州,MU2416,东方航空,A320,1763,158,0,7,71,首都机场,中川机场,10,9,1,19,5,21,40
318,北京,拉萨,MU2102,东方航空,JET,4206,20,0,0,13,首都机场,贡嘎机场,9,29,3,7,50,15,10
319,北京,拉萨,MU2102,东方航空,JET,2704,20,0,0,17,首都机场,贡嘎机场,11,14,2,7,50,15,10
320,北京,拉萨,CA4112,中国国航,A319,3605,124,0,3,59,首都机场,贡嘎机场,9,19,6,8,20,15,20
321,北京,拉萨,TV6312,西藏航空,A319,2403,124,0,2,92,首都机场,贡嘎机场,11,24,6,8,20,15,20
322,北京,拉萨,ZH4112,深圳航空,A319,3905,124,0,3,92,首都机场,贡嘎机场,12,16,6,8,20,15,20
323,北京,拉萨,CA3916,中国国航,A319,2403,124,0,2,95,首都机场,贡嘎机场,11,7,2,14,35,19,10
324,北京,拉萨,TV9816,西藏航空,A319,3004,124,0,2,62,首都机场,贡嘎机场,1,8,4,14,35,19,10
325,北京,拉萨,ZH3916,深圳航空,A319,3304,124,0,2,102,首都机场,贡嘎机场,7,2,4,14,35,19,10
326,北京,南昌,CA1573,中国国航,B737,1398,159,0,8,71,首都机场,昌北机场,5,6,2,6,10,8,50
327,北京,南昌,ZH1573,深圳航空,B737,1258,159,0,4,4,首都机场,昌北机场,1,31,2,6,10,8,50
328,北京,南昌,CZ9290,南方航空,JET,1538,20,0,0,11,首都机场,昌北机场,10,9,1,11,40,14,15
329,北京,南昌,MU5174,东方航空,A320,1817,158,0,3,67,首都机场,昌北机场,6,6,1,11,40,14,15
330,北京,南昌,CA1511,中国国航,JET,1538,20,0,0,15,首都机场,昌北机场,10,19,5,11,45,14,25
331,北京,南昌,ZH1511,深圳航空,JET,1398,20,0,0,13,首都机场,昌北机场,9,2,2,11,45,14,25
332,北京,南昌,MU5139,东方航空,A321,2097,177,0,10,140,首都机场,昌北机场,10,16,1,13,55,16,45
333,北京,南昌,CZ9300,南方航空,A320,1817,158,0,6,61,首都机场,昌北机场,3,13,4,18,35,21,15
334,北京,南昌,MU5188,东方航空,A320,1957,158,0,0,2,首都机场,昌北机场,6,4,3,18,35,21,15
335,北京,南昌,CA1581,中国国航,B737,1538,159,0,9,122,首都机场,昌北机场,2,17,1,19,20,21,55
336,北京,南昌,MU5176,东方航空,A320,2097,158,0,0,56,首都机场,昌北机场,3,28,3,22,50,1,30
337,北京,南昌,MU5176,东方航空,A320,1538,158,0,6,77,首都机场,昌北机场,2,8,3,23,15,1,55
338,北京,南京,MU2862,东方航空,A320,1373,158,0,0,95,首都机场,禄口机场,12,2,6,8,0,10,10
339,北京,南京,CZ9346,南方航空,A320,1177,158,0,4,74,首都机场,禄口机场,5,7,1,8,10,10,10
340,北京,南京,MU2862,东方航空,A320,981,158,0,7,143,首都机场,禄口机场,9,25,0,8,10,10,10
341,北京,南京,MU2862,东方航空,A320,1472,158,0,3,20,首都机场,禄口机场,10,21,3,9,25,11,25
342,北京,南京,MU2802,东方航空,A320,1275,158,0,6,118,首都机场,禄口机场,4,8,1,10,25,12,20
343,北京,南京,MU727,东方航空,A330,1177,311,16,19,99,首都机场,T2禄口机场,10,30,1,15,45,17,50
344,北京,南京,QF340,澳洲航空,A330,883,311,23,12,226,首都机场,禄口机场,2,23,2,15,45,17,50
345,北京,南京,MU2822,东方航空,A320,1177,158,0,8,55,首都机场,禄口机场,12,29,0,15,50,17,55
346,北京,南京,CZ9200,南方航空,A320,981,158,0,4,37,首都机场,禄口机场,8,15,4,18,50,20,50
347,北京,南京,MU2785,东方航空,A320,687,158,0,4,120,首都机场,禄口机场,3,28,3,18,50,20,50
348,北京,南京,MU2832,东方航空,A320,1373,158,0,6,45,首都机场,禄口机场,5,14,1,18,50,20,50
349,北京,南京,CA1819,中国国航,JET,1275,20,0,0,3,首都机场,禄口机场,3,15,2,20,20,22,20
350,北京,南京,ZH1819,深圳航空,JET,687,20,0,0,8,首都机场,禄口机场,7,11,2,20,20,22,20
351,北京,南京,MU2842,东方航空,A320,785,158,0,3,71,首都机场,禄口机场,5,9,6,21,15,23,15
352,北京,南京,MU2842,东方航空,A320,1373,158,0,0,91,首都机场,禄口机场,1,23,3,22,15,0,15
353,北京,南京,MU2852,东方航空,A320,981,158,0,3,73,首都机场,禄口机场,12,26,3,23,20,1,20
354,北京,青岛,MU535,东方航空,A321,775,177,0,4,93,首都机场,T2流亭机场,5,5,3,7,15,8,50
355,北京,青岛,MU5228,东方航空,A320,840,158,0,2,80,首都机场,流亭机场,1,4,1,10,30,11,55
356,北京,青岛,CZ9304,南方航空,JET,775,20,0,0,6,首都机场,流亭机场,12,26,3,19,0,20,30
357,北京,青岛,MU5194,东方航空,JET,517,20,0,0,8,首都机场,流亭机场,1,12,0,19,0,20,30
358,北京,青岛,CA1525,中国国航,B737,452,159,0,9,70,首都机场,流亭机场,6,27,1,20,25,21,50
359,北京,青岛,NZ3963,新西兰航空,B737,969,159,0,8,40,首都机场,流亭机场,12,6,2,20,25,21,50
360,北京,青岛,CZ9306,南方航空,A320,646,158,0,2,149,首都机场,流亭机场,9,17,1,21,20,22,55
361,北京,青岛,MU5196,东方航空,A320,969,158,0,7,115,首都机场,流亭机场,8,27,6,21,20,22,55
362,北京,青岛,CA4658,中国国航,B737,646,159,0,5,95,首都机场,流亭机场,12,12,3,22,20,23,50
363,北京,青岛,SC4658,山东航空,B737,581,159,0,7,97,首都机场,流亭机场,6,19,2,22,20,23,50
364,北京,青岛,SC4660,山东航空,B737,711,159,0,9,114,首都机场,流亭机场,4,4,5,22,40,0,15
365,北京,三亚,CZ5297,南方航空,B737,4065,159,0,12,134,首都机场,凤凰机场,12,5,3,6,55,11,15
366,北京,三亚,MF8393,厦门航空,B737,2439,159,0,12,106,首都机场,凤凰机场,9,6,5,6,55,11,15
367,北京,三亚,MU4144,东方航空,B737,2168,159,0,2,11,首都机场,凤凰机场,8,5,0,6,55,11,15
368,北京,三亚,NS8393,河北航空,B737,2168,159,0,10,0,首都机场,凤凰机场,5,10,5,6,55,11,15
369,北京,三亚,JD5577,首都航空,A330,2168,311,30,1,120,首都机场,凤凰机场,9,23,2,7,25,11,35
370,北京,三亚,JD5577,首都航空,A330,2168,311,7,17,106,首都机场,凤凰机场,11,22,1,7,25,11,35
371,北京,三亚,3U8402,四川航空,A320,2168,158,0,5,99,首都机场,凤凰机场,1,3,2,7,50,12,0
372,北京,三亚,CZ6718,南方航空,A321,4065,177,0,15,123,首都机场,凤凰机场,8,20,6,9,0,13,15
373,北京,三亚,ZH9155,深圳航空,A320,3523,158,0,0,124,首都机场,凤凰机场,6,2,5,12,35,17,0
374,北京,三亚,CZ6712,南方航空,JET,2710,20,0,0,12,首都机场,凤凰机场,11,4,5,13,45,17,55
375,北京,三亚,MF4310,厦门航空,JET,2439,20,0,0,7,首都机场,凤凰机场,10,3,0,13,45,17,55
376,北京,三亚,MU4446,东方航空,JET,1897,20,0,0,1,首都机场,凤凰机场,10,11,6,13,45,17,55
377,北京,三亚,CZ6714,南方航空,A321,3523,177,0,0,97,首都机场,凤凰机场,11,4,5,14,15,18,25
378,北京,三亚,CZ6716,南方航空,A321,2168,177,0,14,28,首都机场,凤凰机场,8,25,1,19,0,23,15
379,北京,上海,CA3202,中国国航,A321,1296,177,0,16,23,首都机场,虹桥机场,6,7,0,6,35,8,50
380,北京,上海,HO1252,吉祥航空,A321,1649,177,0,6,15,首都机场,虹桥机场,4,8,1,6,35,8,50
381,北京,上海,MU3924,东方航空,A321,1060,177,0,5,141,首都机场,虹桥机场,4,9,0,6,35,8,50
382,北京,上海,CZ6412,南方航空,A321,1296,177,0,12,118,首都机场,虹桥机场,8,4,1,6,40,9,0
383,北京,上海,MU5138,东方航空,A330,1649,311,8,18,24,首都机场,虹桥机场,2,12,6,7,0,9,15
384,北京,上海,CA155,中国国航,B737,1649,159,0,1,116,首都机场,T3浦东机场,7,13,0,7,15,9,30
385,北京,上海,CA1835,中国国航,A330,1531,311,9,12,106,首都机场,浦东机场,3,6,4,7,35,9,55
386,北京,上海,MU5183,东方航空,A320,1649,158,0,5,43,首都机场,浦东机场,11,5,4,7,35,9,55
387,北京,上海,NZ3819,新西兰航空,A330,1296,311,4,5,106,首都机场,浦东机场,7,4,2,7,35,9,55
388,北京,上海,QF4000,澳洲航空,A321,1296,177,0,3,98,首都机场,浦东机场,7,24,3,7,35,9,55
389,北京,上海,QF4000,澳洲航空,JET,1767,20,0,0,10,首都机场,浦东机场,8,7,5,7,35,10,0
390,北京,上海,MU5693,东方航空,A320,1649,158,0,1,46,首都机场,虹桥机场,12,26,3,7,40,12,30
391,北京,上海,MU5693,东方航空,A320,1767,158,0,2,10,首都机场,虹桥机场,12,20,2,7,45,12,30
392,北京,上海,MU5102,东方航空,A330,1414,311,8,16,216,首都机场,虹桥机场,9,27,5,8,0,10,15
393,北京,上海,MU5693,东方航空,A320,1178,158,0,3,106,首都机场,虹桥机场,9,22,3,8,5,12,30
394,北京,上海,MU5104,东方航空,A330,825,311,10,15,98,首都机场,虹桥机场,2,15,3,9,0,11,15
395,北京,上海,MU5106,东方航空,A330,1649,311,3,6,63,首都机场,虹桥机场,12,31,5,9,55,12,20
396,北京,上海,MU5106,东方航空,A330,1767,311,32,6,201,首都机场,虹桥机场,2,3,1,10,0,12,20
397,北京,上海,MU271,东方航空,A321,1767,177,0,14,25,首都机场,T2浦东机场,10,24,0,13,10,15,30
398,北京,上海,QF4006,澳洲航空,A321,1414,177,0,4,33,首都机场,浦东机场,3,29,2,13,10,15,30
399,北京,上海,MU271,东方航空,A321,942,177,0,7,147,首都机场,T2浦东机场,6,28,0,13,15,15,30
400,北京,上海,QF4006,澳洲航空,A321,1414,177,0,4,5,首都机场,浦东机场,12,26,3,13,15,15,30
401,北京,上海,MU5120,东方航空,A330,1767,311,36,3,40,首都机场,虹桥机场,2,13,5,16,50,19,15
402,北京,上海,CZ9253,南方航空,A330,1531,311,2,4,68,首都机场,虹桥机场,10,24,0,16,55,19,15
403,北京,上海,MU5120,东方航空,A330,942,311,6,17,130,首都机场,虹桥机场,10,11,6,16,55,19,15
404,北京,上海,CZ9255,南方航空,A330,825,311,3,1,56,首都机场,虹桥机场,6,4,3,17,55,20,15
405,北京,上海,MU5122,东方航空,A330,1531,311,10,11,216,首都机场,虹桥机场,11,22,1,17,55,20,15
406,北京,上海,QF4002,澳洲航空,A321,1531,177,0,7,126,首都机场,浦东机场,8,22,4,19,20,21,40
407,北京,上海,FM9106,上海航空,B737,1531,159,0,0,113,首都机场,虹桥机场,6,5,2,20,40,22,50
408,北京,上海,MU9106,东方航空,B737,1649,159,0,4,14,首都机场,虹桥机场,4,1,1,20,40,22,50
409,北京,上海,HU7603,海南航空,B737,1414,159,0,4,112,首都机场,虹桥机场,11,26,4,20,40,22,55
410,北京,沈阳,CZ6116,南方航空,A319,909,124,0,0,72,首都机场,桃仙机场,9,18,0,7,45,9,15
411,北京,沈阳,MF1797,厦门航空,A319,454,124,0,7,69,首都机场,桃仙机场,7,17,3,7,45,9,15
412,北京,沈阳,CZ6102,南方航空,A321,844,177,0,5,17,首都机场,桃仙机场,10,15,2,10,45,12,20
413,北京,沈阳,CZ6104,南方航空,A321,909,177,0,13,60,首都机场,桃仙机场,2,15,3,13,0,14,35
414,北京,沈阳,CZ6104,南方航空,A321,519,177,0,6,39,首都机场,桃仙机场,9,24,1,13,5,14,35
415,北京,沈阳,CZ6108,南方航空,A320,714,158,0,7,83,首都机场,桃仙机场,7,7,6,16,15,17,50
416,北京,沈阳,MF1789,厦门航空,A320,909,158,0,4,57,首都机场,桃仙机场,11,15,1,16,15,17,50
417,北京,沈阳,CZ6106,南方航空,A321,909,177,0,0,87,首都机场,桃仙机场,11,4,5,18,10,19,40
418,北京,沈阳,CZ6110,南方航空,A321,649,177,0,2,83,首都机场,桃仙机场,8,26,0,21,55,23,35
419,北京,沈阳,CZ6110,南方航空,A321,519,177,0,4,33,首都机场,桃仙机场,6,16,5,22,0,23,35
420,北京,深圳,CA3410,中国国航,A320,2492,158,0,5,64,首都机场,宝安机场,12,30,6,7,15,10,55
421,北京,深圳,KY9110,昆明航空,A320,3116,158,0,2,73,首都机场,宝安机场,1,3,2,7,15,10,55
422,北京,深圳,ZH9110,深圳航空,A320,2492,158,0,5,136,首都机场,宝安机场,4,7,2,7,15,10,55
423,北京,深圳,ZH9110,深圳航空,A320,1454,158,0,4,143,首都机场,宝安机场,10,9,1,7,25,10,55
424,北京,深圳,CA3412,中国国航,A320,3116,158,0,8,112,首都机场,宝安机场,9,9,2,7,30,12,55
425,北京,深圳,KY9112,昆明航空,A320,2700,158,0,8,99,首都机场,宝安机场,5,20,2,7,30,12,55
426,北京,深圳,ZH9112,深圳航空,A320,2492,158,0,3,42,首都机场,宝安机场,2,25,0,7,30,12,55
427,北京,深圳,CZ3256,南方航空,A320,3116,158,0,7,6,首都机场,宝安机场,6,10,4,8,5,13,25
428,北京,深圳,CZ3194,南方航空,A321,2492,177,0,3,39,首都机场,宝安机场,8,14,5,8,10,11,35
429,北京,深圳,CA3414,中国国航,B737,2077,159,0,1,41,首都机场,宝安机场,9,24,1,8,10,11,45
